stock_code,description,units_sold,sales_value,units_cancelled,cancelled_value,cancelled_orders,cancellation_rate
84963B,BLUE PAINTED KASHMIRI CHAIR,3,149.85000000000002,0,0,0,0
84968A,SET OF 16 VINTAGE ROSE CUTLERY,266,3188.13,10,127.5,3,0.036231884057971016
84968B,SET OF 16 VINTAGE IVORY CUTLERY,2,25.5,0,0,0,0
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,314,3547.74,4,51,2,0.012578616352201259
84968D,SET OF 16 VINTAGE RED CUTLERY,159,1723.6,1,12.75,1,0.00625
84968E,SET OF 16 VINTAGE BLACK CUTLERY,140,1722.74,0,0,0,0
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,178,1931.1699999999998,0,0,0,0
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,558,2389.52,2,8.5,2,0.0035714285714285713
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6253,6819.0999999999995,12,11.399999999999999,1,0.0019154030327214685
84970S,HANGING HEART ZINC T-LIGHT HOLDER,9117,8146.799999999999,25,20.2,6,0.002734631371691096
84971L,LARGE HEART FLOWERS HOOK,2,4.92,0,0,0,0
84971S,SMALL HEART FLOWERS HOOK,1761,1540.4499999999998,1,0.85,1,5.675368898978433e-4
84974,S/2 ZINC HEART DESIGN PLANTERS,39,388.04999999999995,0,0,0,0
84975,HEART SHAPED MIRROR,5,8.45,0,0,0,0
84976,RECTANGULAR SHAPED MIRROR,500,436.67,14,11.06,2,0.027237354085603113
84977,WIRE FLOWER T-LIGHT HOLDER,1,1.25,0,0,0,0
84978,HANGING HEART JAR T-LIGHT HOLDER,12391,16333.12,175,206.59,30,0.013926468247652396
84984A,GREEN PEONY CUSHION COVER,19,88.35000000000001,0,0,0,0
84984B,RED PEONY CUSHION COVER,17,79.05000000000001,0,0,0,0
84984D,ORIENTAL RED CUSHION COVER,13,60.45,0,0,0,0
84985A,SET OF 72 GREEN PAPER DOILIES,36,52.199999999999996,5,7.25,1,0.12195121951219512
84987,SET OF 36 TEATIME PAPER DOILIES,3039,4453.7699999999995,15,21.75,3,0.004911591355599214
84988,SET OF 72 PINK HEART PAPER DOILIES,4299,6653.8499999999995,13,18.849999999999998,2,0.0030148423005565863
84989A,75 GREEN FAIRY CAKE CASES,69,102.36,0,0,0,0
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,1.1,0,0,0,0
84991,60 TEATIME FAIRY CAKE CASES,18069,9103.970000000001,174,95.7,8,0.009537904949843776
84992,72 SWEETHEART FAIRY CAKE CASES,13261,6500.88,130,62.14,4,0.009708012844447764
84993A,75 GREEN PETIT FOUR CASES,375,186.25,0,0,0,0
84993B,75 BLACK PETIT FOUR CASES,58,24.36,0,0,0,0
84997A,CHILDRENS CUTLERY POLKADOT GREEN,1829,7701.71,13,49.95,3,0.007057546145494028
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,850,3110.91,0,0,0,0
84997B,CHILDRENS CUTLERY RETROSPOT RED,2907,12604.23,6,22.5,1,0.0020597322348094747
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1643,6389.66,28,105,2,0.016756433273488927
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1220,4504.5,0,0,0,0
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2847,12366.97,6,22.9,2,0.002103049421661409
84997D,CHILDRENS CUTLERY POLKADOT PINK,3951,16865.97,4,15,1,0.001011378002528445
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1447,5430.02,25,93.75,2,0.016983695652173912
85006,SET 4 NURSERY DES ROUND BOXES,55,57.25,0,0,0,0
85008,SET OF 3 CONEY ISLAND OVAL BOXES,13,66.12,0,0,0,0
85014A,BLACK/BLUE POLKADOT UMBRELLA,1181,6904.040000000001,6,35.7,1,0.005054759898904802
85014B,RED RETROSPOT UMBRELLA,1934,11259.310000000001,2,11.9,2,0.0010330578512396695
85015,SET OF 12  VINTAGE POSTCARD SET,2180,1718.5400000000002,0,0,0,0
85016,SET OF 6 VINTAGE NOTELETS KIT,563,560.11,0,0,0,0
85017A,ENVELOPE 50 ROMANTIC IMAGES,16,13.58,0,0,0,0
85017B,ENVELOPE 50 BLOSSOM IMAGES,1065,590.09,12,10.2,1,0.011142061281337047
85017C,ENVELOPE 50 CURIOUS IMAGES,49,26.169999999999998,0,0,0,0
85018D,YULETIDE IMAGES S/6 PAPER BOXES,12,30.599999999999998,0,0,0,0
85019A,ROMANTIC IMAGES NOTEBOOK SET,414,564.35,0,0,0,0
85019B,BLOSSOM  IMAGES NOTEBOOK SET,512,682.97,0,0,0,0
85019C,CURIOUS  IMAGES NOTEBOOK SET,182,270.72,12,51,1,0.061855670103092786
85020,ROUND PINK HEART MIRROR,85,188.81,0,0,0,0
85023B,EAU DE NILE JEWELLED PHOTOFRAME,33,84.14999999999999,73,153.75000000000003,2,0.6886792452830188
85024B,EAU DE NILE JEWELLED PHOTOFRAME,193,289.65,0,0,0,0
85024C,PINK SMALL JEWELLED PHOTOFRAME,12,19.799999999999997,1,1.65,1,0.07692307692307693
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,329,555.12,1,1.65,1,0.0030303030303030303
85025C,PINK HEART SHAPE PHOTO FRAME,321,520.91,1,1.65,1,0.003105590062111801
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,79,70.27,0,0,0,0
85027L,FRENCH CHATEAU LARGE PLATTER,70,160.5,5,9.75,1,0.06666666666666667
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,10,19.5,0,0,0,0
85028S,FRENCH CHATEAU SMALL FRUITBOWL,24,51.599999999999994,0,0,0,0
85030,FRENCH CHATEAU OVAL PLATTER,15,29.25,0,0,0,0
85031A,ROMANTIC IMAGES SCRAP BOOK SET,16,45.9,0,0,0,0
85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,4.95,0,0,0,0
85031C,CURIOUS IMAGES SCRAP BOOK SET,3,14.850000000000001,0,0,0,0
85032A,ROMANTIC IMAGES GIFT WRAP SET,789,776.49,0,0,0,0
85032B,BLOSSOM IMAGES GIFT WRAP SET,786,739.99,0,0,0,0
85032C,CURIOUS IMAGES GIFT WRAP SET,671,710.74,12,7.800000000000001,1,0.017569546120058566
85032D,YULETIDE IMAGES GIFT WRAP SET,687,561.34,12,7.800000000000001,1,0.017167381974248927
85034A,3 GARDENIA MORRIS BOXED CANDLES,501,936.27,7,20.75,3,0.013779527559055118
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,946,1637.07,0,0,0,0
85034C,3 ROSE MORRIS BOXED CANDLES,1113,1732,20,73,5,0.0176522506619594
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,274,782.24,6,25.5,3,0.02142857142857143
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,620,1062.57,0,0,0,0
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1138,1769.13,0,0,0,0
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,213,730.93,1,1.25,1,0.004672897196261682
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,356,564.4,6,25.5,1,0.016574585635359115
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,562,886.86,193,232.25,3,0.2556291390728477
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1061,2171.26,0,0,0,0
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,744,1142.4299999999998,1,1.65,1,0.0013422818791946308
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,806,1174.6299999999999,0,0,0,0
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,305,265.77,1,1.65,1,0.0032679738562091504
85040A,S/4 PINK FLOWER CANDLES IN BOWL,914,1702.6999999999998,17,28.049999999999997,8,0.018259935553168637
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,137,229.46999999999997,4,6.6,3,0.028368794326241134
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,42,191.1,4,19.8,1,0.08695652173913043
85047,WHITE BEADED GARLAND STRING 20LIGHT,3,19.049999999999997,3,18.25,2,0.5
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1355,10878.81,41,307.95,22,0.029369627507163324
85049A,TRADITIONAL CHRISTMAS RIBBONS,3245,4655.2,12,15,1,0.00368437212158428
85049B,LUSH GREENS RIBBONS,56,72.42,0,0,0,0
85049C,ROMANTIC PINKS RIBBONS,1216,1518.15,0,0,0,0
85049D,BRIGHT BLUES RIBBONS,549,699.91,0,0,0,0
85049E,SCANDINAVIAN REDS RIBBONS,2957,4129.32,15,18.75,2,0.0050471063257065945
85049F,BABY BOOM RIBBONS,378,477.34,0,0,0,0
85049G,CHOCOLATE BOX RIBBONS,1721,2275.61,14,17.5,2,0.008069164265129682
85049H,URBAN BLACK RIBBONS,848,869.1,0,0,0,0
85053,FRENCH ENAMEL CANDLEHOLDER,1691,3645.2900000000004,28,57.160000000000004,14,0.016288539848749273
85054,FRENCH ENAMEL POT W LID,586,1427.68,4,8.4,3,0.006779661016949152
85055,FRENCH ENAMEL UTENSIL HOLDER,45,183.71,0,0,0,0
85059,FRENCH ENAMEL WATER BASIN,411,1273.11,8,22.5,2,0.01909307875894988
85061W,WHITE JEWELLED HEART DECORATION,2146,1882.1499999999999,7,5.95,2,0.003251277287505806
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1462,2429.4999999999995,4,6.6,2,0.002728512960436562
85064,CREAM SWEETHEART LETTER RACK,215,976.25,2,9.3,2,0.009216589861751152
85066,CREAM SWEETHEART MINI CHEST,1768,22390.2,41,448.05,25,0.022664455500276397
85067,CREAM SWEETHEART WALL CABINET,7,126.64999999999999,0,0,0,0
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1039,577.33,152,448.4,2,0.12762384550797648
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1288,678.72,2,5.9,1,0.0015503875968992248
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",683,428,0,0,0,0
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,403,249.48999999999998,0,0,0,0
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1932,696.8,0,0,0,0
85084,HOLLY TOP CHRISTMAS STOCKING,20,17,0,0,0,0
85086A,CANDY SPOT HEART DECORATION,146,122.08,0,0,0,0
85087,CANDY SPOT CUSHION COVER,339,1129.99,1,2.95,1,0.0029411764705882353
85088,CANDY SPOT HAND BAG,259,534.83,2,4.2,1,0.007662835249042145
85089,CANDY SPOT BUNNY,13,38.35,0,0,0,0
85092,CANDY SPOT TEA COSY,27,40.05,0,0,0,0
85093,CANDY SPOT EGG WARMER HARE,708,475.18,0,0,0,0
85094,CANDY SPOT EGG WARMER RABBIT,640,242.13,0,0,0,0
85095,THREE CANVAS LUGGAGE TAGS,150,243.49,0,0,0,0
85096,HILDA CANDY SPOT RABBIT,25,109.23,0,0,0,0
85099B,JUMBO BAG RED RETROSPOT,47490,92601.23,1115,1984.02,43,0.022940026746219526
85099C,JUMBO  BAG BAROQUE BLACK WHITE,13629,27555.96,281,510.88,14,0.020201294033069733
85099F,JUMBO BAG STRAWBERRY,17062,32336.77,250,448.49,13,0.014440850277264326
85103,SILVER T-LIGHT SETTING,106,704.14,37,220.15,1,0.25874125874125875
85104,SILVER GLASS T-LIGHT SET,201,525.75,3,8.850000000000001,1,0.014705882352941176
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,649,1142.31,0,0,0,0
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,249,541.39,0,0,0,0
85109,PINK BOUDOIR T-LIGHT HOLDER,12,10.2,0,0,0,0
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1409,437.59,0,0,0,0
85114A,BLACK ENCHANTED FOREST PLACEMAT,698,1266.91,0,0,0,0
85114B,IVORY ENCHANTED FOREST PLACEMAT,511,1018.05,2,3.3,1,0.003898635477582846
85114C,RED ENCHANTED FOREST PLACEMAT,678,1454.8799999999999,0,0,0,0
85115B,S/4 BLACK DISCO PARTITION PANEL,3,24.869999999999997,0,0,0,0
85116,BLACK CANDELABRA T-LIGHT HOLDER,911,1043.88,30,63.00000000000001,2,0.031880977683315624
85118,HEART T-LIGHT HOLDER,146,144.52,13,16.25,2,0.08176100628930817
85119,WATERING CAN SINGLE HOOK PISTACHIO,1,3.36,0,0,0,0
85123A,CREAM HANGING HEART T-LIGHT HOLDER,61,178.51,0,0,0,0
85123A,WHITE HANGING HEART T-LIGHT HOLDER,35348,99762.92,2578,6624.3,42,0.06797447661235037
85124B,BLUE JUICY FRUIT PHOTO FRAME,87,248.76,6,15.299999999999999,1,0.06451612903225806
85124C,GREEN JUICY FRUIT PHOTO FRAME,94,261.89,0,0,0,0
85125,SMALL ROUND CUT GLASS CANDLESTICK,161,760.39,0,0,0,0
85126,LARGE ROUND CUTGLASS CANDLESTICK,2,27.14,1,6.75,1,0.3333333333333333
85127,SMALL SQUARE CUT GLASS CANDLESTICK,182,1081.79,5,24.75,1,0.026737967914438502
85129B,BEADED CRYSTAL HEART GREEN SMALL,119,168.59,0,0,0,0
85129C,BEADED CRYSTAL HEART BLUE SMALL,80,107.31,0,0,0,0
85129D,BEADED CRYSTAL HEART PINK SMALL,207,342.74,0,0,0,0
85130A,BEADED PEARL HEART WHITE LARGE,77,127.04999999999998,0,0,0,0
85130B,BEADED CRYSTAL HEART GREEN LARGE,834,760.4300000000001,0,0,0,0
85130C,BEADED CRYSTAL HEART BLUE  LARGE,482,437.22,0,0,0,0
85130D,BEADED CRYSTAL HEART PINK LARGE,565,569.29,0,0,0,0
85131A,BEADED PEARL HEART WHITE ON STICK,996,901.48,13,11.27,3,0.01288404360753221
85131B,BEADED CRYSTAL HEART GREEN ON STICK,623,521.11,0,0,0,0
85131C,BEADED CRYSTAL HEART BLUE ON STICK,193,178.85,0,0,0,0
85131D,BEADED CRYSTAL HEART PINK ON STICK,850,725.26,0,0,0,0
85132A,CHARLIE + LOLA BISCUITS TINS,553,1653.97,2,3.9,2,0.0036036036036036037
85132B,CHARLIE AND LOLA TABLE TINS,538,1230.78,0,0,0,0
85132C,CHARLIE AND LOLA FIGURES TINS,1522,3585.24,5,9.75,4,0.0032743942370661427
85135A,YELLOW DRAGONFLY HELICOPTER,19,151.05,0,0,0,0
85135B,BLUE DRAGONFLY HELICOPTER,65,524.5500000000001,1,7.95,1,0.015151515151515152
85135C,RED DRAGONFLY HELICOPTER,106,856.38,1,7.95,1,0.009345794392523364
85136A,YELLOW SHARK HELICOPTER,71,572.41,0,0,0,0
85136B,BLUE SHARK HELICOPTER,2,15.9,0,0,0,0
85136C,RED SHARK HELICOPTER,52,421.18,0,0,0,0
85141,JARDIN ETCHED GLASS FRUITBOWL,116,604.14,9,40.55,3,0.072
85144,JARDIN ETCHED GLASS BUTTER DISH,1,7.25,0,0,0,0
85144,JARDIN ETCHED GLASS CHEESE DISH,219,575.4499999999999,0,0,0,0
85145,JARDIN ETCHED GLASS LARGE BELL JAR,37,163.75,0,0,0,0
85146,JARDIN ETCHED GLASS SMALL BELL JAR,45,171.11,0,0,0,0
85150,LADIES & GENTLEMEN METAL SIGN,4037,9383.43,5,12.299999999999999,4,0.0012370113805047005
85152,HAND OVER THE CHOCOLATE   SIGN,8198,15847.61,74,135.22,3,0.008945841392649903
85159A,"BLACK TEA,COFFEE,SUGAR JARS",429,736.55,40,82.39999999999999,6,0.08528784648187633
85159B,"WHITE TEA,COFFEE,SUGAR JARS",621,1132.55,38,86.54,13,0.057663125948406675
85160A,WHITE BIRD GARDEN DESIGN MUG,7,23.63,0,0,0,0
85160B,BLACK BIRD GARDEN DESIGN MUG,106,62.239999999999995,2,0.78,1,0.018518518518518517
85161,ACRYLIC GEOMETRIC LAMP,35,568.65,0,0,0,0
85163A,WHITE BAROQUE WALL CLOCK,66,559,0,0,0,0
85163B,BLACK BAROQUE WALL CLOCK,84,783.68,1,12.75,1,0.011764705882352941
85167B,BLACK GRAND BAROQUE PHOTO FRAME,50,109.94,0,0,0,0
85168B,BLACK BAROQUE CARRIAGE CLOCK,51,432.78999999999996,0,0,0,0
85169A,IVORY LOVE BIRD CANDLE,800,798.02,12,15,1,0.014778325123152709
85169B,BLACK LOVE BIRD CANDLE,329,356.06,0,0,0,0
85169C,EAU DE NIL LOVE BIRD CANDLE,417,437.86,12,15,1,0.027972027972027972
85169D,PINK LOVE BIRD CANDLE,351,356.08,1,1.25,1,0.002840909090909091
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,1,2.1,0,0,0,0
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,215,316.75,1,2.1,1,0.004629629629629629
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,335,608.53,0,0,0,0
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,451,796.99,5,8,2,0.010964912280701754
85172,HYACINTH BULB T-LIGHT CANDLES,1233,535.66,81,34.02,2,0.06164383561643835
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,479,795.02,5,12.75,1,0.010330578512396695
85174,S/4 CACTI CANDLES,613,2927.08,3,14.15,3,0.00487012987012987
85175,CACTI T-LIGHT CANDLES,5225,2238.58,98,41.160000000000004,4,0.018410670674431712
85176,SEWING SUSAN 21 NEEDLE SET,918,880.4699999999999,1,0.85,1,0.001088139281828074
85177,BASKET OF FLOWERS SEWING KIT,812,644.2099999999999,1,0.85,1,0.0012300123001230013
85178,VICTORIAN SEWING KIT,2374,2642.58,289,322.85,5,0.10852422080360495
85179A,GREEN BITTY LIGHT CHAIN,194,383.25,0,0,0,0
85179C,PINK BITTY LIGHT CHAIN,106,201.31,0,0,0,0
85180A,RED HEARTS LIGHT CHAIN,497,1014.76,6,27.900000000000002,1,0.011928429423459244
85180B,PINK HEARTS LIGHT CHAIN,271,587.2,0,0,0,0
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,667,852.04,2,2.5,2,0.0029895366218236174
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,996,1323.37,0,0,0,0
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1483,2440.09,0,0,0,0
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,171,557.33,0,0,0,0
85185B,PINK HORSE SOCK PUPPET,255,776.4900000000001,0,0,0,0
85185B,PINK HORSE SOCK PUPPET KIT,42,123.9,1,2.95,1,0.023255813953488372
85185D,FROG SOCK PUPPET,15,44.25000000000001,0,0,0,0
85186A,EASTER BUNNY GARLAND OF FLOWERS,567,273.64,0,0,0,0
85186C,BUNNY EGG GARLAND,528,269.17,20,8.4,1,0.0364963503649635
85187,S/12 MINI RABBIT EASTER,337,556.53,0,0,0,0
85188A,GREEN METAL SWINGING BUNNY,319,278.16999999999996,3,2.55,1,0.009316770186335404
85188B,PINK METAL SWINGING BUNNY,78,68.69999999999999,0,0,0,0
85189,HANGING BUTTERFLY  EGG,9,7.6499999999999995,0,0,0,0
85194L,HANGING SPRING FLOWER EGG LARGE,935,812.6899999999999,28,23.799999999999997,3,0.029075804776739357
85194S,HANGING SPRING FLOWER EGG SMALL,1172,473.38000000000005,29,18.39,3,0.02414654454621149
85195,HANGING HEART BASKET,11,23.1,0,0,0,0
85197,SET OF 12 MINI BUNNIES IN A BUCKET,34,71.4,0,0,0,0
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,90,74.58,0,0,0,0
85199L,LARGE HANGING IVORY & RED WOOD BIRD,965,655.63,13,8.450000000000001,2,0.013292433537832311
85199S,SMALL HANGING IVORY/RED WOOD BIRD,2636,1292.23,24,10.08,1,0.009022556390977444
85200,BUNNY EGG BOX,183,228.75,0,0,0,0
85202,HANGING WOOD AND FELT HEART,672,313.13,0,0,0,0
85203,HANGING WOOD AND FELT BUTTERFLY,895,408.99,0,0,0,0
85204,HANGING WOOD AND FELT FLOWER,2050,325.36,1,0.12,1,4.8756704046806434e-4
85205B,PINK FELT EASTER RABBIT GARLAND,122,323.15,0,0,0,0
85206A,CREAM FELT EASTER EGG BASKET,974,1568.9299999999998,0,0,0,0
85206B,PINK FELT EASTER EGG BASKET,14,23.099999999999998,0,0,0,0
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,223,416.91,0,0,0,0
85211,S/4 GROOVY CAT MAGNETS,149,175.16,2,1.58,1,0.013245033112582781
85212,MINI PAINTED GARDEN DECORATION,2451,740.15,0,0,0,0
85213,MINI  ZINC GARDEN DECORATIONS,828,329.7,1,0.85,1,0.0012062726176115801
85214,TUB 24 PINK FLOWER PEGS,164,271.03999999999996,0,0,0,0
85215,ASSORTED CHEESE FRIDGE MAGNETS,223,180.71,0,0,0,0
85216,ASSORTED CAKES FRIDGE MAGNETS,55,35.75,0,0,0,0
85224,ASSORTED COLOUR SILK GLASSES CASE,3,6.300000000000001,0,0,0,0
85225,BLING KEY RING STAND,6,6.25,0,0,0,0
85227,SET OF 6 3D KIT CARDS FOR KIDS,1477,1359.3999999999999,0,0,0,0
85230A,OPIUM SCENTED VOTIVE CANDLE,840,203.27999999999997,0,0,0,0
85230B,CINNAMON SCENTED VOTIVE CANDLE,1288,333.2,0,0,0,0
85230E,STRAWBRY SCENTED VOTIVE CANDLE,1101,267.45,0,0,0,0
85230F,JASMINE VOTIVE CANDLE,338,90.33999999999999,0,0,0,0
85230G,ORANGE VOTIVE CANDLE,984,243.11999999999998,48,13.919999999999998,1,0.046511627906976744
85231B,CINAMMON SET OF 9 T-LIGHTS,871,782.5,11,9.35,1,0.012471655328798186
85231G,ORANGE SCENTED SET/9 T-LIGHTS,600,511.04999999999995,10,8.5,1,0.01639344262295082
85232A,SET/3 POLKADOT STACKING TINS,75,374.70000000000005,3,14.850000000000001,1,0.038461538461538464
85232B,SET OF 3 BABUSHKA STACKING TINS,271,1341.45,255,1258.05,6,0.4847908745247148
85232D,SET/3 DECOUPAGE STACKING TINS,190,977.6700000000001,3,14.850000000000001,1,0.015544041450777202
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,13,77.91,0,0,0,0
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,11,67.83,0,0,0,0
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,21,129.85,0,0,0,0
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,5,20.950000000000003,0,0,0,0
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,5,21.15,0,0,0,0
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,5,21.130000000000003,0,0,0,0
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,7,29.73,0,0,0,0
90002D,FLOWER BURST SILVER RING CRYSTAL,13,48.71,0,0,0,0
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,11,41.31,4,15,1,0.26666666666666666
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,28,104.84,4,15,1,0.125
90003D,CRYSTAL PAIR HEART HAIR SLIDES,26,97.26,4,15,1,0.13333333333333333
90003E,GREEN PAIR HEART HAIR SLIDES,19,71.11,4,15,1,0.17391304347826086
90005A,JADE GREEN ENAMEL HAIR COMB,14,28.02,0,0,0,0
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,18,167.3,0,0,0,0
90010B,BLACK/WHITE GLASS/SILVER BRACELET,11,100.08999999999999,0,0,0,0
90010E,AMBER GLASS/SILVER BRACELET,25,227.89,0,0,0,0
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,6,17.509999999999998,0,0,0,0
90011B,BLACK CRYSTAL DROP EARRINGS,12,35.27,0,0,0,0
90011C,GREEN CRYSTAL DROP EARRINGS,2,5.8,0,0,0,0
90011D,PURPLE CRYSTAL DROP EARRINGS,3,8.76,0,0,0,0
90011E,AMBER CRYSTAL DROP EARRINGS,3,8.76,0,0,0,0
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,11,53.760000000000005,0,0,0,0
90012B,BLACK DROP CRYSTAL NECKLACE,13,45.35000000000001,0,0,0,0
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,44,165.32,8,30,1,0.15384615384615385
90013B,BLACK VINTAGE EARRINGS,36,149.41000000000003,0,0,0,0
90013C,GREEN VINTAGE EARRINGS,39,158.08,0,0,0,0
90013D,PURPLE VINTAGE EARRINGS,6,25.17,0,0,0,0
90014A,SILVER M.O.P. ORBIT NECKLACE,11,54.800000000000004,0,0,0,0
90014A,SILVER/MOP ORBIT NECKLACE,16,162.79,0,0,0,0
90014B,GOLD M PEARL  ORBIT NECKLACE,15,152.84,0,0,0,0
90014B,GOLD M.O.P. ORBIT NECKLACE,2,5.9,0,0,0,0
90014C,SILVER AND BLACK ORBIT NECKLACE,2,13.350000000000001,0,0,0,0
90014C,SILVER/BLACK ORBIT NECKLACE,3,29.849999999999998,0,0,0,0
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,17,105.71000000000001,0,0,0,0
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,22,184.66,0,0,0,0
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,3,24.96,0,0,0,0
90018A,SILVER M.O.P ORBIT DROP EARRINGS,46,193.33,1,4.25,1,0.02127659574468085
90018B,GOLD M.O.P ORBIT DROP EARRINGS,22,92.28,0,0,0,0
90018C,SILVER BLACK ORBIT DROP EARRINGS,12,50.400000000000006,1,4.25,1,0.07692307692307693
90019A,SILVER M.O.P ORBIT BRACELET,38,197.09,0,0,0,0
90019B,GOLD M.O.P ORBIT BRACELET,18,96.52000000000001,0,0,0,0
90019C,SILVER BLACK ORBIT BRACELET,13,68.73,0,0,0,0
90020,FILIGREE DIAMANTE CHAIN,1,12.48,0,0,0,0
90021,LASER CUT MULTI STRAND NECKLACE,1,11.95,0,0,0,0
90022,EDWARDIAN DROP EARRINGS JET BLACK,20,75.2,4,15,1,0.16666666666666666
90023,FILIGREE DIAMANTE EARRINGS,13,55.02,0,0,0,0
90024B,NEW BAROQUE B'FLY NECKLACE RED,6,50.28,2,17,1,0.25
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,4,33.81,0,0,0,0
90024D,NEW BAROQUE B'FLY NECKLACE PINK,2,16.82,0,0,0,0
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,2,16.810000000000002,0,0,0,0
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,5,42.13,0,0,0,0
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2,7.5,0,0,0,0
90025B,BAROQUE BUTTERFLY EARRINGS RED,1,3.73,0,0,0,0
90025D,BAROQUE BUTTERFLY EARRINGS PINK,3,11.19,0,0,0,0
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,1,3.73,0,0,0,0
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,4,14.96,0,0,0,0
90026A,GLASS BEAD HOOP NECKLACE BLACK,2,17,0,0,0,0
90026B,GLASS BEAD HOOP NECKLACE MONTANA,3,25.32,0,0,0,0
90026C,GLASS BEAD HOOP NECKLACE GREEN,4,33.82,0,0,0,0
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,3,25.5,0,0,0,0
90027A,GLASS BEAD HOOP EARRINGS BLACK,6,17.66,0,0,0,0
90027B,GLASS BEAD HOOP EARRINGS MONTANA,3,8.76,0,0,0,0
90027C,GLASS BEAD HOOP EARRINGS GREEN,5,14.5,0,0,0,0
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,9,28.4,0,0,0,0
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,16,134.16,0,0,0,0
90029,NEW BAROQUE SMALL NECKLACE BLACK,5,42.14,0,0,0,0
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72,72,0,0,0,0
90030B,RED KUKUI COCONUT SEED NECKLACE,122,190.73000000000002,0,0,0,0
